Condition\Participate ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,Mean
21,183.4929582,300.6780312,53.13149677,46.36775822,327.2286725,257.3465958,505.4335857,69.21166891,76.36340763,728.3683425,114.2758114,72.85396362,157.0345592,76.7020579,212.0349221
22,87.67777807,269.6150353,29.87732316,65.35290696,944.8302371,146.6932092,167.5860931,71.49208429,49.06941111,348.6396279,512.9857296,180.8590594,57.47165905,92.62463617,216.0553422
23,117.9047233,52.99233607,82.35671374,91.39699991,767.0273599,45.89715495,189.4071331,194.5710462,34.59452843,129.8110512,554.3869117,921.3876694,64.54262047,234.7108904,248.6419385
24,155.8774134,779.4024822,68.59623225,83.099049,55.53043302,1012.195472,154.8430984,41.74666353,202.1689222,932.4175139,84.46181799,1004.5257,86.17389754,73.54954554,338.1848744
25,184.1187831,341.3286124,29.75770472,95.66092116,214.7671959,233.1629606,71.4017052,71.60491185,937.1343197,24.83657565,75.02013489,71.9419096,174.0464281,861.2970523,241.8628011
26,134.8845818,26.49505116,67.74215822,57.26129404,670.7370806,282.3939248,203.8263582,126.5360996,58.19571026,193.2126759,106.0586393,138.0329731,111.5318252,232.8256117,172.123856
27,44.57313894,133.551803,71.59138117,111.3182093,314.4856925,118.1782206,294.9371388,99.89676487,147.1706425,219.365342,47.20561939,348.5552728,143.3349135,226.9149541,165.7913638
28,97.07775515,165.5649131,109.6799539,75.12441852,458.4719908,565.1544467,191.3931376,82.6125235,73.23837814,110.2076942,110.6249161,467.0834142,137.1760937,129.023425,198.0309329
29,106.5338893,83.66660419,10.60586411,339.4234463,418.8036429,57.30336949,234.4135561,101.1187421,105.8585806,167.0848228,120.1539996,79.07707649,74.80539443,953.1123289,203.7115227
30,116.7306011,116.09112,113.6356112,46.82709178,32.77598978,44.07760544,207.6528849,189.9315433,122.8238349,93.63851435,875.7727704,1028.589194,96.05972783,83.87598777,226.3201769
31,82.79702692,354.9684002,43.00500952,74.09521695,325.0803536,59.90859246,228.3270825,79.33759345,39.36737463,522.7307562,43.42174302,152.8883169,93.30827917,89.25402847,156.3206981
32,149.938745,398.1680085,90.31460852,37.23373509,134.2165683,109.1496838,111.3650597,50.93054181,111.853001,200.9929764,91.66807506,127.2263839,139.9342775,483.3403057,159.7379979
33,152.0875217,80.16715387,78.30467552,54.85525496,219.9600483,121.0318603,194.3599837,35.2458844,61.76308715,28.7749283,76.61113242,14.27286582,106.3153227,38.90775396,90.18981951
34,68.47712754,198.0335649,36.93902865,54.31030187,243.5564815,48.09290219,270.1658764,33.27015287,30.68095155,87.53604067,38.96704093,453.6004972,75.77649892,59.37383501,121.34145
35,106.4358627,36.36627092,45.54587025,47.28610812,286.2242033,20.39441282,119.3370578,108.0404594,29.52302364,58.42088668,48.59855291,155.1242258,74.3278239,166.0011798,92.97328128
36,841.8807827,51.65871734,347.4675955,59.26657429,190.7187678,396.5693511,213.0196022,820.1618143,82.69188199,63.65532185,1043.688139,80.32932279,50.45481153,895.1595504,366.9087309
37,576.835308,93.22916042,38.72265598,21.85604442,335.5248274,65.42053886,648.6596846,843.8932381,121.7685724,91.07297096,68.70953355,92.07429469,29.61419153,937.9981824,283.2413717
38,144.1073388,60.94219752,83.53025576,32.06291735,438.0144895,482.7759686,92.67015735,75.64907843,137.9405443,45.55785292,73.91184433,75.40240825,69.21385431,368.4848616,155.7331264
39,66.21178143,228.2643694,42.02032001,41.66590884,55.75840744,169.3962464,227.711492,71.56701449,65.19202405,45.52466242,93.00279124,132.9156328,92.35797462,319.5560392,117.9389046
40,818.9803431,186.5046725,46.03432284,51.62605986,122.2337771,82.15817977,377.8536274,199.7384181,170.6033123,668.3574582,349.1597943,110.2881108,90.30148982,95.01720816,240.6326267
41,122.5499613,255.0994233,121.7697195,25.71420489,837.6485282,215.6499878,256.9539799,27.33637481,115.3308799,51.97153348,54.7869168,133.5593545,43.17797613,313.4719044,183.9300532
42,1011.442366,320.3211326,60.09513611,91.56546244,85.43901208,958.8644106,444.358049,84.56116487,50.23022351,130.0579112,268.3082363,50.44799302,47.77990923,344.7225477,282.0138254
43,277.2948728,144.5651372,60.89283036,39.12002349,282.1355135,324.6679047,206.167617,26.95783282,132.1695811,852.1402753,107.4180211,48.31157132,194.9822104,151.8708219,203.4781581
44,185.4958741,139.2091281,43.64371189,31.83579082,66.6020206,401.6420375,115.4800591,1049.61889,63.08478333,129.5599936,124.4870319,71.69044178,864.0737904,435.0346957,265.8184464
45,70.98749526,546.7545691,107.3498129,39.05528757,26.48990345,688.827437,41.51310072,744.9356004,129.1516448,39.18729607,395.6613537,57.54059111,21.16071381,432.9999542,238.6867686
46,135.3547775,79.08051674,46.75467891,34.8318853,364.1137591,72.07500942,203.6521166,173.9236797,109.7537966,155.8645316,78.63956238,95.86593375,86.73174906,436.5742247,148.086873
47,144.0693796,312.4079217,38.28916014,17.68248573,38.90678236,221.4052008,173.2195139,493.9921783,80.65358021,180.9977301,104.560987,66.52094712,68.68194014,904.5497156,203.2812516
48,128.6032153,184.0016502,20.39607805,34.1935237,31.06444913,753.4753941,41.95331947,119.1798471,563.0599972,340.7036626,870.0337269,143.021932,125.6512572,354.5100391,264.9891494
49,850.7584061,242.5025011,49.94669309,43.04247766,279.1227941,180.4996612,94.9937852,84.35223773,96.49059127,445.6908437,99.61922935,39.66106403,143.8609862,416.8511799,219.0994608
50,947.8794231,463.8065879,702.9405352,30.80356468,1077.021069,223.4559401,152.8066168,139.5692875,101.7174984,44.11867335,975.9997239,204.8702603,204.9975089,96.77457991,383.3400907
51,65.47125702,71.26806305,38.28483925,208.992362,207.3899463,146.7539655,333.4549794,173.9967601,110.5568989,1024.976141,1022.996922,52.69724851,61.81054041,125.0916868,260.2672579
52,99.19468689,79.03304915,75.62548199,43.75897943,153.9132336,206.4563884,60.89919693,49.11216735,163.3547974,430.1940875,74.7940174,0.215944725,84.06464991,352.4477511,133.7903166
53,206.2840461,541.8451295,34.58492343,42.23068316,80.8084154,179.422151,76.71830291,65.31568916,58.68619001,202.6326726,59.03388857,28.1809748,36.35798603,308.5547177,137.1896979
54,58.31695596,235.132245,30.72662102,46.96167149,229.1723567,651.2788901,48.40424334,21.46718189,75.27283707,1073.200622,805.9995739,88.23264702,83.80651497,971.0620873,315.6453177
55,97.32766884,37.20817115,68.04983094,18.08327965,372.6927546,270.7596514,342.6531334,27.88171107,279.2795805,192.9353412,126.7180825,47.13310157,155.1308126,972.5613927,214.8867509
56,94.99267898,219.6402359,141.6130974,51.34616008,453.6985895,301.0630437,110.6283224,76.15773106,51.09552019,659.7099065,81.24927876,96.26968452,108.1548962,291.1920982,195.4865174
57,57.70615219,286.2184924,45.27692569,40.22489954,128.0980584,371.5549643,255.7017862,46.94669796,91.98180765,72.02840483,61.25760732,58.53564151,100.6610026,194.1085201,129.3072115
58,151.0281371,65.98542737,128.5295127,20.70942958,117.4010741,595.9214296,298.5493952,67.62396025,360.2398616,1015.8928,120.1384335,81.0246876,100.7797463,559.4698361,263.0924094
59,49.25902171,58.83155407,65.41304055,24.11850347,20.55323225,139.9091978,756.2055381,40.40986948,50.93132631,75.54088104,20.53882601,414.6776494,38.79860296,137.5693787,135.1969016
60,52.1167168,48.57598925,67.05981682,29.82480159,118.7236531,338.0894807,93.02150289,53.92523297,134.6489985,238.676891,141.3123501,106.9619985,76.48409141,235.5412384,123.9259116
61,44.46954076,156.958879,30.01753434,83.02151954,194.6920692,335.0826883,88.31654979,200.2655519,164.6518398,178.2308491,283.7746294,174.3776896,71.26807936,728.2040876,195.2379648
62,74.94853913,887.9477275,41.28858267,33.95793368,302.5563661,358.5426699,104.2908548,20.38829149,363.4213368,186.4349363,210.7951111,267.6276186,153.9714283,140.7483132,224.7799793
63,180.1594521,151.285074,67.78659212,50.19488389,267.4466704,197.1611943,130.7745296,992.9988456,223.9364611,80.13485682,154.1946147,485.1069676,80.18843179,268.5256994,237.849591
64,55.87849605,126.5209491,68.08049461,45.48732926,254.9544087,257.0307451,197.864242,19.21437645,82.50174372,868.8488838,176.0237706,56.5933885,107.4805431,521.5630395,202.717315
65,125.6690414,60.03918743,108.2922889,33.24387442,373.1714103,362.0072332,63.98114584,37.92576696,22.72760479,132.633196,57.63338869,156.6402557,105.2480557,844.0408505,177.3752357
66,190.584768,395.4284514,32.86512052,51.95638247,114.8232765,348.0213825,180.636345,554.4930399,176.7635881,1051.591142,126.350323,129.3682832,92.88911154,189.7488935,259.6800077
67,77.47508244,377.3558203,26.45256325,45.43092912,65.96220427,878.6893955,54.8203153,1070.548393,78.44743463,163.7501857,108.5861135,96.81005082,115.3759033,79.36094261,231.3618095
68,162.8468637,127.3607568,80.14536999,30.16606786,180.3924504,396.4605633,63.51377803,65.34358007,41.97185038,214.8604532,97.76149174,129.2629089,164.9468524,707.3146355,175.881973
69,841.9472729,182.9596972,132.3252769,30.60289053,48.54894438,176.1929322,127.2402472,716.6478042,93.86160024,363.7232257,799.6890719,85.81811505,134.9763367,267.2932672,285.844763
70,117.8526805,572.1878338,28.01353882,47.78427752,266.5927413,862.8206699,71.98680594,67.90009611,72.89313649,670.5916308,128.867616,68.09322485,219.6896335,390.3625246,256.1168864
71,53.53035219,352.0987541,41.1599065,180.3981152,114.2697859,143.6465717,31.84632851,191.60515,89.73850901,89.7235789,348.2412468,45.2405782,87.68649316,1013.375095,198.754319
72,141.1324464,340.3914721,104.7497056,37.54516332,347.183176,107.3561336,67.22344889,823.8601406,84.78098289,1034.107492,696.8882132,120.1256589,118.2349873,246.341132,304.9942967
73,119.3190694,701.3940574,136.3697458,49.84966611,295.608082,320.4818748,73.70465037,120.8074105,58.81716087,107.4967476,149.9914138,282.259755,116.2432858,434.3556976,211.9070441
74,79.12841643,99.89315045,52.77610246,45.51981955,44.56153817,272.7009911,726.6615443,63.29485679,92.93210233,933.0463809,1012.4467,924.6466168,190.381993,49.79952828,327.6992672
75,40.04167858,942.3507839,62.21277504,39.60270847,457.9320274,526.0411246,101.2230473,767.443531,39.77995837,172.6924698,204.2262472,166.0049367,78.1331403,207.7549946,271.8171017
76,477.5229343,190.156088,47.42505095,26.56317766,264.2047966,303.2606195,422.3954278,76.94290925,45.22868512,1065.563706,60.69475669,276.253997,98.19635491,77.3563653,245.1260621
77,45.84124562,75.7416538,118.4673451,117.8755731,232.1617368,140.5491886,315.6614578,102.0374654,132.569794,1057.661395,189.3651654,228.6461413,53.10312639,505.3657618,236.789075
